entrez_gene_id	status	symbol	type_of_gene	description
51078	imputed	THAP4	protein-coding	THAP domain containing 4
51079	imputed	NDUFA13	protein-coding	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13
5108	measured	PCM1	protein-coding	pericentriolar material 1
51081	imputed	MRPS7	protein-coding	mitochondrial ribosomal protein S7
51082	imputed	POLR1D	protein-coding	polymerase (RNA) I polypeptide D, 16kDa
51083	imputed	GAL	protein-coding	galanin/GMAP prepropeptide
51084	imputed	CRYL1	protein-coding	crystallin, lambda 1
51085	imputed	MLXIPL	protein-coding	MLX interacting protein-like
51090	imputed	PLLP	protein-coding	plasmolipin
51092	imputed	SIDT2	protein-coding	SID1 transmembrane family, member 2
51093	imputed	RRNAD1	protein-coding	ribosomal RNA adenine dimethylase domain containing 1
51094	imputed	ADIPOR1	protein-coding	adiponectin receptor 1
51096	imputed	UTP18	protein-coding	UTP18 small subunit (SSU) processome component homolog (yeast)
51097	measured	SCCPDH	protein-coding	saccharopine dehydrogenase (putative)
51098	imputed	IFT52	protein-coding	intraflagellar transport 52
51099	imputed	ABHD5	protein-coding	abhydrolase domain containing 5
5110	measured	PCMT1	protein-coding	protein-L-isoaspartate (D-aspartate) O-methyltransferase
51100	imputed	SH3GLB1	protein-coding	SH3-domain GRB2-like endophilin B1
51102	imputed	MECR	protein-coding	mitochondrial trans-2-enoyl-CoA reductase
51103	imputed	NDUFAF1	protein-coding	NADH dehydrogenase (ubiquinone) complex I, assembly factor 1
51106	imputed	TFB1M	protein-coding	transcription factor B1, mitochondrial
51107	imputed	APH1A	protein-coding	APH1A gamma secretase subunit
51108	imputed	METTL9	protein-coding	methyltransferase like 9
51109	imputed	RDH11	protein-coding	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
5111	measured	PCNA	protein-coding	proliferating cell nuclear antigen
51110	imputed	LACTB2	protein-coding	lactamase, beta 2
51111	imputed	SUV420H1	protein-coding	suppressor of variegation 4-20 homolog 1 (Drosophila)
51112	imputed	TRAPPC12	protein-coding	trafficking protein particle complex 12
51115	imputed	RMDN1	protein-coding	regulator of microtubule dynamics 1
51116	measured	MRPS2	protein-coding	mitochondrial ribosomal protein S2
51117	imputed	COQ4	protein-coding	coenzyme Q4
51118	imputed	UTP11L	protein-coding	UTP11-like, U3 small nucleolar ribonucleoprotein (yeast)
51121	imputed	RPL26L1	protein-coding	ribosomal protein L26-like 1
51123	imputed	ZNF706	protein-coding	zinc finger protein 706
51124	imputed	IER3IP1	protein-coding	immediate early response 3 interacting protein 1
51125	imputed	GOLGA7	protein-coding	golgin A7
51128	imputed	SAR1B	protein-coding	secretion associated, Ras related GTPase 1B
51131	imputed	PHF11	protein-coding	PHD finger protein 11
51133	imputed	KCTD3	protein-coding	potassium channel tetramerization domain containing 3
51136	imputed	RNFT1	protein-coding	ring finger protein, transmembrane 1
51138	imputed	COPS4	protein-coding	COP9 signalosome subunit 4
51141	imputed	INSIG2	protein-coding	insulin induced gene 2
51142	imputed	CHCHD2	protein-coding	coiled-coil-helix-coiled-coil-helix domain containing 2
51143	imputed	DYNC1LI1	protein-coding	dynein, cytoplasmic 1, light intermediate chain 1
51144	imputed	HSD17B12	protein-coding	hydroxysteroid (17-beta) dehydrogenase 12
51150	imputed	SDF4	protein-coding	stromal cell derived factor 4
51154	imputed	MRTO4	protein-coding	mRNA turnover 4 homolog (S. cerevisiae)
51155	imputed	HN1	protein-coding	hematological and neurological expressed 1
51157	imputed	ZNF580	protein-coding	zinc finger protein 580
5116	imputed	PCNT	protein-coding	pericentrin
51160	measured	VPS28	protein-coding	vacuolar protein sorting 28 homolog (S. cerevisiae)
51163	imputed	DBR1	protein-coding	debranching RNA lariats 1
51164	imputed	DCTN4	protein-coding	dynactin 4 (p62)
51167	imputed	CYB5R4	protein-coding	cytochrome b5 reductase 4
51170	measured	HSD17B11	protein-coding	hydroxysteroid (17-beta) dehydrogenase 11
51171	imputed	HSD17B14	protein-coding	hydroxysteroid (17-beta) dehydrogenase 14
51172	imputed	NAGPA	protein-coding	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
51174	imputed	TUBD1	protein-coding	tubulin, delta 1
51176	imputed	LEF1	protein-coding	lymphoid enhancer-binding factor 1
5118	imputed	PCOLCE	protein-coding	procollagen C-endopeptidase enhancer
51181	imputed	DCXR	protein-coding	dicarbonyl/L-xylulose reductase
51182	imputed	HSPA14	protein-coding	heat shock 70kDa protein 14
51184	imputed	GPN3	protein-coding	GPN-loop GTPase 3
51185	imputed	CRBN	protein-coding	cereblon
51186	imputed	WBP5	protein-coding	WW domain binding protein 5
51187	imputed	RSL24D1	protein-coding	ribosomal L24 domain containing 1
51188	imputed	SS18L2	protein-coding	synovial sarcoma translocation gene on chromosome 18-like 2
5119	imputed	CHMP1A	protein-coding	charged multivesicular body protein 1A
51191	imputed	HERC5	protein-coding	HECT and RLD domain containing E3 ubiquitin protein ligase 5
51192	imputed	CKLF	protein-coding	chemokine-like factor
51195	imputed	RAPGEFL1	protein-coding	Rap guanine nucleotide exchange factor (GEF)-like 1
51196	imputed	PLCE1	protein-coding	phospholipase C, epsilon 1
51202	imputed	DDX47	protein-coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47
51203	measured	NUSAP1	protein-coding	nucleolar and spindle associated protein 1
51204	imputed	TACO1	protein-coding	translational activator of mitochondrially encoded cytochrome c oxidase I
51205	imputed	ACP6	protein-coding	acid phosphatase 6, lysophosphatidic
51208	imputed	CLDN18	protein-coding	claudin 18
51218	imputed	GLRX5	protein-coding	glutaredoxin 5
51226	imputed	COPZ2	protein-coding	coatomer protein complex, subunit zeta 2
51227	imputed	PIGP	protein-coding	phosphatidylinositol glycan anchor biosynthesis, class P
51228	imputed	GLTP	protein-coding	glycolipid transfer protein
51230	imputed	PHF20	protein-coding	PHD finger protein 20
51231	imputed	VRK3	protein-coding	vaccinia related kinase 3
51232	imputed	CRIM1	protein-coding	cysteine rich transmembrane BMP regulator 1 (chordin-like)
51236	imputed	HGH1	protein-coding	HGH1 homolog (S. cerevisiae)
51241	imputed	COX16	protein-coding	COX16 cytochrome c oxidase assembly homolog (S. cerevisiae)
5125	imputed	PCSK5	protein-coding	proprotein convertase subtilisin/kexin type 5
51257	imputed	MARCH2	protein-coding	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase
51268	imputed	PIPOX	protein-coding	pipecolic acid oxidase
5127	imputed	CDK16	protein-coding	cyclin-dependent kinase 16
51271	imputed	UBAP1	protein-coding	ubiquitin associated protein 1
51278	imputed	IER5	protein-coding	immediate early response 5
51279	imputed	C1RL	protein-coding	complement component 1, r subcomponent-like
5128	imputed	CDK17	protein-coding	cyclin-dependent kinase 17
51280	imputed	GOLM1	protein-coding	golgi membrane protein 1
51282	measured	SCAND1	protein-coding	SCAN domain containing 1
51283	imputed	BFAR	protein-coding	bifunctional apoptosis regulator
51287	imputed	COA4	protein-coding	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae)
5129	imputed	CDK18	protein-coding	cyclin-dependent kinase 18
51290	imputed	ERGIC2	protein-coding	ERGIC and golgi 2
51291	imputed	GMIP	protein-coding	GEM interacting protein
51292	imputed	GMPR2	protein-coding	guanosine monophosphate reductase 2
51293	measured	CD320	protein-coding	CD320 molecule
51295	imputed	ECSIT	protein-coding	ECSIT signalling integrator
51299	imputed	NRN1	protein-coding	neuritin 1
513	imputed	ATP5D	protein-coding	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit
51303	imputed	FKBP11	protein-coding	FK506 binding protein 11, 19 kDa
51304	imputed	ZDHHC3	protein-coding	zinc finger, DHHC-type containing 3
51306	imputed	FAM13B	protein-coding	family with sequence similarity 13, member B
51307	imputed	FAM53C	protein-coding	family with sequence similarity 53, member C
51310	imputed	SLC22A17	protein-coding	solute carrier family 22, member 17
51312	imputed	SLC25A37	protein-coding	solute carrier family 25 (mitochondrial iron transporter), member 37
51315	imputed	KRCC1	protein-coding	lysine-rich coiled-coil 1
51316	imputed	PLAC8	protein-coding	placenta-specific 8
51317	imputed	PHF21A	protein-coding	PHD finger protein 21A
51318	imputed	MRPL35	protein-coding	mitochondrial ribosomal protein L35
51319	imputed	RSRC1	protein-coding	arginine/serine-rich coiled-coil 1
51320	imputed	MEX3C	protein-coding	mex-3 RNA binding family member C
51321	imputed	AMZ2	protein-coding	archaelysin family metallopeptidase 2
51322	imputed	WAC	protein-coding	WW domain containing adaptor with coiled-coil
51324	imputed	SPG21	protein-coding	spastic paraplegia 21 (autosomal recessive, Mast syndrome)
51329	imputed	ARL6IP4	protein-coding	ADP-ribosylation factor-like 6 interacting protein 4
51330	imputed	TNFRSF12A	protein-coding	tumor necrosis factor receptor superfamily, member 12A
51335	measured	NGRN	protein-coding	neugrin, neurite outgrowth associated
51337	imputed	THEM6	protein-coding	thioesterase superfamily member 6
51339	imputed	DACT1	protein-coding	dishevelled-binding antagonist of beta-catenin 1
5134	imputed	PDCD2	protein-coding	programmed cell death 2
51340	imputed	CRNKL1	protein-coding	crooked neck pre-mRNA splicing factor 1
51341	imputed	ZBTB7A	protein-coding	zinc finger and BTB domain containing 7A
51343	imputed	FZR1	protein-coding	fizzy/cell division cycle 20 related 1
51347	imputed	TAOK3	protein-coding	TAO kinase 3
5136	imputed	PDE1A	protein-coding	phosphodiesterase 1A, calmodulin-dependent
51362	imputed	CDC40	protein-coding	cell division cycle 40
51363	imputed	CHST15	protein-coding	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
51364	imputed	ZMYND10	protein-coding	zinc finger, MYND-type containing 10
51365	imputed	PLA1A	protein-coding	phospholipase A1 member A
51366	imputed	UBR5	protein-coding	ubiquitin protein ligase E3 component n-recognin 5
51367	imputed	POP5	protein-coding	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)
51368	imputed	TEX264	protein-coding	testis expressed 264
51371	imputed	POMP	protein-coding	proteasome maturation protein
51372	imputed	TMA7	protein-coding	translation machinery associated 7 homolog (S. cerevisiae)
51374	imputed	ATRAID	protein-coding	all-trans retinoic acid-induced differentiation factor
51375	measured	SNX7	protein-coding	sorting nexin 7
51377	imputed	UCHL5	protein-coding	ubiquitin carboxyl-terminal hydrolase L5
51379	imputed	CRLF3	protein-coding	cytokine receptor-like factor 3
51382	measured	ATP6V1D	protein-coding	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D
51385	measured	ZNF589	protein-coding	zinc finger protein 589
51386	imputed	EIF3L	protein-coding	eukaryotic translation initiation factor 3, subunit L
51388	imputed	NIP7	protein-coding	NIP7, nucleolar pre-rRNA processing protein
51389	imputed	RWDD1	protein-coding	RWD domain containing 1
51397	imputed	COMMD10	protein-coding	COMM domain containing 10
51398	imputed	WDR83OS	protein-coding	WD repeat domain 83 opposite strand
51399	imputed	TRAPPC4	protein-coding	trafficking protein particle complex 4
514	imputed	ATP5E	protein-coding	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
5140	imputed	PDE3B	protein-coding	phosphodiesterase 3B, cGMP-inhibited
51400	imputed	PPME1	protein-coding	protein phosphatase methylesterase 1
51406	imputed	NOL7	protein-coding	nucleolar protein 7, 27kDa
51409	imputed	HEMK1	protein-coding	HemK methyltransferase family member 1
51421	imputed	AMOTL2	protein-coding	angiomotin like 2
51422	measured	PRKAG2	protein-coding	protein kinase, AMP-activated, gamma 2 non-catalytic subunit
51428	imputed	DDX41	protein-coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41
51430	imputed	SUCO	protein-coding	SUN domain containing ossification factor
51433	imputed	ANAPC5	protein-coding	anaphase promoting complex subunit 5
51435	imputed	SCARA3	protein-coding	scavenger receptor class A, member 3
51439	imputed	FAM8A1	protein-coding	family with sequence similarity 8, member A1
5144	imputed	PDE4D	protein-coding	phosphodiesterase 4D, cAMP-specific
51441	imputed	YTHDF2	protein-coding	YTH N(6)-methyladenosine RNA binding protein 2
51444	imputed	RNF138	protein-coding	ring finger protein 138, E3 ubiquitin protein ligase
51447	imputed	IP6K2	protein-coding	inositol hexakisphosphate kinase 2
51449	imputed	PCYOX1	protein-coding	prenylcysteine oxidase 1
51450	imputed	PRRX2	protein-coding	paired related homeobox 2
51451	imputed	LCMT1	protein-coding	leucine carboxyl methyltransferase 1
51454	imputed	GULP1	protein-coding	GULP, engulfment adaptor PTB domain containing 1
51455	imputed	REV1	protein-coding	REV1, polymerase (DNA directed)
51458	imputed	RHCG	protein-coding	Rh family, C glycoprotein
51460	imputed	SFMBT1	protein-coding	Scm-like with four mbt domains 1
51465	measured	UBE2J1	protein-coding	ubiquitin-conjugating enzyme E2, J1
51466	measured	EVL	protein-coding	Enah/Vasp-like
5147	imputed	PDE6D	protein-coding	phosphodiesterase 6D, cGMP-specific, rod, delta
51474	imputed	LIMA1	protein-coding	LIM domain and actin binding 1
51478	imputed	HSD17B7	protein-coding	hydroxysteroid (17-beta) dehydrogenase 7
51490	imputed	C9orf114	protein-coding	chromosome 9 open reading frame 114
51491	imputed	NOP16	protein-coding	NOP16 nucleolar protein
51493	imputed	RTCB	protein-coding	RNA 2',3'-cyclic phosphate and 5'-OH ligase
51495	measured	HACD3	protein-coding	3-hydroxyacyl-CoA dehydratase 3
51497	imputed	NELFCD	protein-coding	negative elongation factor complex member C/D
51499	imputed	TRIAP1	protein-coding	TP53 regulated inhibitor of apoptosis 1
515	imputed	ATP5F1	protein-coding	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1
51501	imputed	C11orf73	protein-coding	chromosome 11 open reading frame 73
51504	imputed	TRMT112	protein-coding	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
51506	imputed	UFC1	protein-coding	ubiquitin-fold modifier conjugating enzyme 1
51507	imputed	RTFDC1	protein-coding	replication termination factor 2 domain containing 1
5151	imputed	PDE8A	protein-coding	phosphodiesterase 8A
51510	imputed	CHMP5	protein-coding	charged multivesicular body protein 5
51512	imputed	GTSE1	protein-coding	G-2 and S-phase expressed 1
51514	imputed	DTL	protein-coding	denticleless E3 ubiquitin protein ligase homolog (Drosophila)
51517	imputed	NCKIPSD	protein-coding	NCK interacting protein with SH3 domain
51520	imputed	LARS	protein-coding	leucyl-tRNA synthetase
51526	imputed	OSER1	protein-coding	oxidative stress responsive serine-rich 1
51531	imputed	C9orf156	protein-coding	chromosome 9 open reading frame 156
5154	measured	PDGFA	protein-coding	platelet-derived growth factor alpha polypeptide
51540	imputed	SCLY	protein-coding	selenocysteine lyase
51542	imputed	VPS54	protein-coding	vacuolar protein sorting 54 homolog (S. cerevisiae)
51547	imputed	SIRT7	protein-coding	sirtuin 7
51552	imputed	RAB14	protein-coding	RAB14, member RAS oncogene family
51562	imputed	MBIP	protein-coding	MAP3K12 binding inhibitory protein 1
51564	imputed	HDAC7	protein-coding	histone deacetylase 7
51566	imputed	ARMCX3	protein-coding	armadillo repeat containing, X-linked 3
51567	imputed	TDP2	protein-coding	tyrosyl-DNA phosphodiesterase 2
51569	measured	UFM1	protein-coding	ubiquitin-fold modifier 1
5157	imputed	PDGFRL	protein-coding	platelet-derived growth factor receptor-like
51571	imputed	FAM49B	protein-coding	family with sequence similarity 49, member B
51573	imputed	GDE1	protein-coding	glycerophosphodiester phosphodiesterase 1
51574	imputed	LARP7	protein-coding	La ribonucleoprotein domain family, member 7
51575	imputed	ESF1	protein-coding	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)
51582	imputed	AZIN1	protein-coding	antizyme inhibitor 1
51585	imputed	PCF11	protein-coding	PCF11 cleavage and polyadenylation factor subunit
51586	imputed	MED15	protein-coding	mediator complex subunit 15
51592	imputed	TRIM33	protein-coding	tripartite motif containing 33
51593	imputed	SRRT	protein-coding	serrate, RNA effector molecule
51594	imputed	NBAS	protein-coding	neuroblastoma amplified sequence
51596	imputed	CUTA	protein-coding	cutA divalent cation tolerance homolog (E. coli)
51599	measured	LSR	protein-coding	lipolysis stimulated lipoprotein receptor
516	imputed	ATP5G1	protein-coding	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C1 (subunit 9)
5160	imputed	PDHA1	protein-coding	pyruvate dehydrogenase (lipoamide) alpha 1
51601	imputed	LIPT1	protein-coding	lipoyltransferase 1
51603	imputed	METTL13	protein-coding	methyltransferase like 13
51604	imputed	PIGT	protein-coding	phosphatidylinositol glycan anchor biosynthesis, class T
51606	imputed	ATP6V1H	protein-coding	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H
51611	imputed	DPH5	protein-coding	diphthamide biosynthesis 5
51614	imputed	ERGIC3	protein-coding	ERGIC and golgi 3
51616	imputed	TAF9B	protein-coding	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa
51619	imputed	UBE2D4	protein-coding	ubiquitin-conjugating enzyme E2D 4 (putative)
5162	imputed	PDHB	protein-coding	pyruvate dehydrogenase (lipoamide) beta
51626	imputed	DYNC2LI1	protein-coding	dynein, cytoplasmic 2, light intermediate chain 1
5163	imputed	PDK1	protein-coding	pyruvate dehydrogenase kinase, isozyme 1
51631	imputed	LUC7L2	protein-coding	LUC7-like 2 (S. cerevisiae)
51634	imputed	RBMX2	protein-coding	RNA binding motif protein, X-linked 2
51635	measured	DHRS7	protein-coding	dehydrogenase/reductase (SDR family) member 7
51637	imputed	C14orf166	protein-coding	chromosome 14 open reading frame 166
5164	imputed	PDK2	protein-coding	pyruvate dehydrogenase kinase, isozyme 2
51642	imputed	MRPL48	protein-coding	mitochondrial ribosomal protein L48
51643	imputed	TMBIM4	protein-coding	transmembrane BAX inhibitor motif containing 4
51646	imputed	YPEL5	protein-coding	yippee-like 5 (Drosophila)
51647	imputed	FAM96B	protein-coding	family with sequence similarity 96, member B
